transcript,protein,uniprot,align,identity,evalue,name,lineage,domain,genus
TRINITY_DN1258_c0_g2_i1,TRINITY_DN1258_c0_g2_i1.p1,MED25_XENLA,"Q:1743-1243,H:408-571",52.695,8.85E-47,Mediator of RNA polymerase II transcription subunit 25,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1258_c0_g2_i4,TRINITY_DN1258_c0_g2_i4.p1,MED25_BOVIN,"Q:1842-1351,H:372-542",52.299,7.58E-47,Mediator of RNA polymerase II transcription subunit 25,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN1258_c0_g2_i5,TRINITY_DN1258_c0_g2_i5.p1,SMRC2_HUMAN,"Q:4306-2036,H:1-753",61.799,0,SWI/SNF complex subunit SMARCC2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12580_c0_g1_i4,TRINITY_DN12580_c0_g1_i4.p1,RM17_HUMAN,"Q:243-680,H:18-161",45.205,2.06E-34,"39S ribosomal protein L17, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12582_c0_g1_i5,TRINITY_DN12582_c0_g1_i5.p1,NFYA_MOUSE,"Q:658-885,H:249-326",71.795,3.15E-28,Nuclear transcription factor Y subunit alpha,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN125859_c0_g1_i1,NA,TF28_SCHPO,"Q:64-198,H:630-674",40,8.09E-06,Transposon Tf2-8 polyprotein,Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN12586_c0_g2_i2,TRINITY_DN12586_c0_g2_i2.p2,RM23_ANOGA,"Q:2610-3038,H:7-149",41.667,1.89E-27,"Probable 39S ribosomal protein L23, mitochondrial",Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles,Eukaryota,Anopheles
TRINITY_DN12586_c0_g2_i4,TRINITY_DN12586_c0_g2_i4.p1,RM23_ANOGA,"Q:2610-2813,H:7-74",51.471,3.02E-16,"Probable 39S ribosomal protein L23, mitochondrial",Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles,Eukaryota,Anopheles
TRINITY_DN125868_c0_g1_i1,NA,DIAP2_MOUSE,"Q:23-178,H:834-884",50,2.27E-09,Protein diaphanous homolog 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12588_c0_g2_i9,TRINITY_DN12588_c0_g2_i9.p1,IF44L_HUMAN,"Q:2561-1197,H:7-444",32.688,2.11E-58,Interferon-induced protein 44-like,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12589_c0_g1_i3,TRINITY_DN12589_c0_g1_i3.p1,MNT_XENLA,"Q:328-519,H:206-272",71.642,3.86E-24,Max-binding protein MNT,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN12589_c0_g1_i4,TRINITY_DN12589_c0_g1_i4.p1,MNT_XENLA,"Q:334-708,H:208-338",61.832,4.89E-38,Max-binding protein MNT,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN125898_c0_g1_i1,NA,TCB2_CAEBR,"Q:165-341,H:42-98",38.983,2.52E-07,Transposable element Tcb2 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN125904_c0_g1_i1,NA,TIGD7_HUMAN,"Q:162-272,H:289-325",45.946,2.58E-09,Tigger transposable element-derived protein 7,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12591_c0_g1_i2,TRINITY_DN12591_c0_g1_i2.p1,RRP36_BOVIN,"Q:1227-613,H:22-226",43.478,1.27E-37,Ribosomal RNA processing protein 36 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN12591_c0_g1_i3,TRINITY_DN12591_c0_g1_i3.p1,RRP36_BOVIN,"Q:1233-571,H:22-242",43.498,9.85E-37,Ribosomal RNA processing protein 36 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN12592_c0_g1_i1,TRINITY_DN12592_c0_g1_i1.p1,WDR34_MOUSE,"Q:34-1530,H:28-529",42.178,2.69E-135,WD repeat-containing protein 34,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12592_c0_g1_i2,TRINITY_DN12592_c0_g1_i2.p1,WDR34_MOUSE,"Q:34-1038,H:28-366",40.176,1.48E-82,WD repeat-containing protein 34,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12592_c0_g1_i3,TRINITY_DN12592_c0_g1_i3.p1,WDR34_MOUSE,"Q:34-1530,H:28-529",42.178,3.05E-135,WD repeat-containing protein 34,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12595_c0_g1_i11,TRINITY_DN12595_c0_g1_i11.p1,FBX38_MOUSE,"Q:7675-6230,H:16-489",51.66,2.66E-143,F-box only protein 38,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12595_c0_g1_i4,TRINITY_DN12595_c0_g1_i4.p1,FBX38_MOUSE,"Q:7632-6187,H:16-489",51.66,2.63E-143,F-box only protein 38,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12595_c1_g1_i2,TRINITY_DN12595_c1_g1_i2.p1,PGP_MOUSE,"Q:121-993,H:15-315",40.924,2.44E-66,Glycerol-3-phosphate phosphatase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12597_c0_g1_i4,TRINITY_DN12597_c0_g1_i4.p1,CLH1_CITUN,"Q:101-889,H:54-315",21.942,4.52E-11,"Chlorophyllase-1, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Rutaceae; Aurantioideae; Citrus,Eukaryota,Citrus
TRINITY_DN12597_c0_g1_i5,TRINITY_DN12597_c0_g1_i5.p1,CLH1_CITUN,"Q:101-889,H:54-315",21.942,1.09E-10,"Chlorophyllase-1, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Rutaceae; Aurantioideae; Citrus,Eukaryota,Citrus
TRINITY_DN12597_c0_g1_i6,TRINITY_DN12597_c0_g1_i6.p1,CLH1_CITUN,"Q:101-700,H:54-249",21.801,8.15E-08,"Chlorophyllase-1, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Rutaceae; Aurantioideae; Citrus,Eukaryota,Citrus
TRINITY_DN12598_c0_g1_i2,TRINITY_DN12598_c0_g1_i2.p1,RM46_RAT,"Q:82-849,H:14-277",42.481,3.90E-58,"39S ribosomal protein L46, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12598_c0_g1_i4,TRINITY_DN12598_c0_g1_i4.p1,RM46_RAT,"Q:82-849,H:14-277",42.481,5.54E-58,"39S ribosomal protein L46, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12598_c0_g1_i6,TRINITY_DN12598_c0_g1_i6.p1,RM46_RAT,"Q:82-849,H:14-277",42.481,4.61E-58,"39S ribosomal protein L46, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12598_c0_g1_i7,TRINITY_DN12598_c0_g1_i7.p1,RM46_RAT,"Q:82-849,H:14-277",42.481,4.79E-58,"39S ribosomal protein L46, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN125990_c0_g1_i1,NA,PSMG2_NEMVE,"Q:70-243,H:1-63",56.25,1.64E-13,Proteasome assembly chaperone 2,Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella,Eukaryota,Nematostella
TRINITY_DN125990_c0_g2_i1,NA,PSMG2_NEMVE,"Q:12-221,H:79-146",35.714,3.78E-07,Proteasome assembly chaperone 2,Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella,Eukaryota,Nematostella
TRINITY_DN125995_c0_g1_i1,TRINITY_DN125995_c0_g1_i1.p1,PRS6A_MOUSE,"Q:3-497,H:278-442",81.212,1.70E-95,26S proteasome regulatory subunit 6A,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN125998_c0_g1_i2,TRINITY_DN125998_c0_g1_i2.p1,KAPR_STRPU,"Q:3170-2088,H:1-359",58.311,8.18E-128,cAMP-dependent protein kinase type II regulatory subunit,Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Strongylocentrotidae; Strongylocentrotus,Eukaryota,Strongylocentrotus
TRINITY_DN1260_c0_g3_i1,TRINITY_DN1260_c0_g3_i1.p1,RGS2_HUMAN,"Q:992-492,H:35-203",47.337,1.01E-40,Regulator of G-protein signaling 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1260_c0_g3_i2,TRINITY_DN1260_c0_g3_i2.p1,RGS2_HUMAN,"Q:992-492,H:35-203",47.337,9.00E-41,Regulator of G-protein signaling 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12600_c0_g1_i2,TRINITY_DN12600_c0_g1_i2.p1,TC1A_CAEEL,"Q:1123-863,H:119-200",32.222,2.43E-06,Transposable element Tc1 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN12600_c0_g3_i2,TRINITY_DN12600_c0_g3_i2.p1,TC1A_CAEEL,"Q:695-423,H:33-130",30,1.35E-07,Transposable element Tc1 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN12600_c0_g3_i4,TRINITY_DN12600_c0_g3_i4.p2,TC1A_CAEEL,"Q:695-423,H:33-130",30,1.28E-07,Transposable element Tc1 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN126009_c0_g2_i1,TRINITY_DN126009_c0_g2_i1.p1,RAA2A_ARATH,"Q:1-372,H:89-214",60.465,2.46E-44,Ras-related protein RABA2a,Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis,Eukaryota,Arabidopsis
TRINITY_DN126017_c0_g1_i4,TRINITY_DN126017_c0_g1_i4.p1,GLIS2_MOUSE,"Q:2329-1778,H:144-320",66.304,1.05E-72,Zinc finger protein GLIS2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN126043_c0_g1_i1,TRINITY_DN126043_c0_g1_i1.p1,SDHAB_XENLA,"Q:45-437,H:9-150",65.493,7.73E-44,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit B, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN12605_c0_g2_i1,TRINITY_DN12605_c0_g2_i1.p1,CIB1_SHEEP,"Q:98-661,H:1-191",47.396,4.07E-41,Calcium and integrin-binding protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis,Eukaryota,Ovis
TRINITY_DN12607_c0_g1_i3,TRINITY_DN12607_c0_g1_i3.p1,PDCL3_PONAB,"Q:1863-1174,H:1-229",58.261,3.06E-79,Phosducin-like protein 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN12607_c0_g1_i4,TRINITY_DN12607_c0_g1_i4.p1,PDCL3_PONAB,"Q:1853-1164,H:1-229",58.261,2.80E-79,Phosducin-like protein 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN12611_c1_g1_i1,NA,GTO2_SCHPO,"Q:196-399,H:34-110",38.961,9.93E-09,Glutathione S-transferase omega-like 2,Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN12611_c1_g1_i5,NA,GTO2_SCHPO,"Q:195-398,H:34-110",38.961,1.64E-08,Glutathione S-transferase omega-like 2,Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN12611_c1_g1_i7,NA,GTO2_SCHPO,"Q:210-341,H:34-77",54.545,1.69E-08,Glutathione S-transferase omega-like 2,Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN12613_c0_g1_i5,NA,DYHC_ONCMY,"Q:287-84,H:279-349",33.803,6.35E-08,Dynein heavy chain,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Oncorhynchus,Eukaryota,Oncorhynchus
TRINITY_DN126149_c0_g1_i1,TRINITY_DN126149_c0_g1_i1.p2,SO1A6_MOUSE,"Q:375-1,H:401-547",30.201,1.22E-11,Solute carrier organic anion transporter family member 1A6,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12615_c0_g1_i2,NA,RTJK_DROFU,"Q:297-10,H:584-684",36.275,1.47E-10,RNA-directed DNA polymerase from mobile element jockey,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila,Eukaryota,Drosophila
TRINITY_DN12616_c1_g1_i2,NA,DTX3_PONAB,"Q:2-214,H:270-340",41.026,1.04E-07,Probable E3 ubiquitin-protein ligase DTX3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN126162_c0_g1_i1,TRINITY_DN126162_c0_g1_i1.p1,DZAN1_HUMAN,"Q:103-2400,H:1-746",38.791,2.24E-167,Double zinc ribbon and ankyrin repeat-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN126166_c0_g1_i1,NA,PYGB_PONAB,"Q:258-7,H:708-785",36.905,2.17E-10,"Glycogen phosphorylase, brain form",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN12617_c0_g1_i1,TRINITY_DN12617_c0_g1_i1.p1,TONSL_DANRE,"Q:5566-1352,H:22-1405",32.612,0,Tonsoku-like protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN12617_c0_g1_i10,TRINITY_DN12617_c0_g1_i10.p1,TONSL_BOVIN,"Q:2654-1419,H:952-1351",33.656,2.68E-48,Tonsoku-like protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN126188_c0_g1_i1,TRINITY_DN126188_c0_g1_i1.p1,SETMR_HUMAN,"Q:1039-2,H:344-679",31.124,2.83E-45,Histone-lysine N-methyltransferase SETMAR,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12619_c0_g1_i12,TRINITY_DN12619_c0_g1_i12.p1,XIAP_HUMAN,"Q:1373-153,H:40-420",26.651,1.25E-21,E3 ubiquitin-protein ligase XIAP,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12619_c0_g1_i3,TRINITY_DN12619_c0_g1_i3.p1,BIR_CHICK,"Q:579-88,H:265-430",31.034,5.83E-13,Inhibitor of apoptosis protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN1262_c2_g1_i1,TRINITY_DN1262_c2_g1_i1.p1,GALT2_HUMAN,"Q:2959-1127,H:1-568",58.92,0,Polypeptide N-acetylgalactosaminyltransferase 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12620_c0_g1_i2,TRINITY_DN12620_c0_g1_i2.p1,CTNS_BOVIN,"Q:1192-164,H:34-367",51.02,4.48E-113,Cystinosin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN12621_c0_g1_i10,NA,CED1_CAEEL,"Q:519-19,H:544-690",32.738,2.67E-08,Cell death abnormality protein 1,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN12621_c0_g1_i12,NA,MEGF6_MOUSE,"Q:526-2,H:1206-1376",30.645,5.93E-06,Multiple epidermal growth factor-like domains protein 6,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12622_c0_g1_i4,NA,CB016_HUMAN,"Q:243-1,H:1697-1777",39.506,2.15E-06,Uncharacterized protein C2orf16,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN126225_c0_g1_i1,TRINITY_DN126225_c0_g1_i1.p1,ATP5L_MOUSE,"Q:375-142,H:26-103",44.872,5.87E-15,"ATP synthase subunit g, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12623_c0_g2_i2,NA,GP119_RAT,"Q:33-293,H:354-440",27.586,5.27E-06,Glucose-dependent insulinotropic receptor,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12623_c0_g2_i4,TRINITY_DN12623_c0_g2_i4.p1,UBS3B_MOUSE,"Q:2019-145,H:6-632",37.066,6.74E-132,Ubiquitin-associated and SH3 domain-containing protein B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12624_c0_g1_i4,NA,FA47C_HUMAN,"Q:252-10,H:446-526",38.272,6.25E-06,Putative protein FAM47C,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12625_c0_g1_i10,TRINITY_DN12625_c0_g1_i10.p1,DAB2P_MOUSE,"Q:679-2598,H:68-666",47.819,0,Disabled homolog 2-interacting protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12625_c0_g1_i13,TRINITY_DN12625_c0_g1_i13.p1,DAB2P_MOUSE,"Q:679-2598,H:68-666",47.819,0,Disabled homolog 2-interacting protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12625_c0_g1_i14,TRINITY_DN12625_c0_g1_i14.p1,DAB2P_MOUSE,"Q:679-2553,H:68-666",48.49,0,Disabled homolog 2-interacting protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
